user_id,date,selection,city,neighborhood,gender,student,children,vehicle,family_status,age,category_name,choices,open notes,choise_1,choise_2,choise_3,choise_4,choise_5,choise_6,choise_7,choise_8,choise_9,choise_10,,,,,,,,,,
438,12022019  17:08:51,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,46,הורים וילדים,,,,,,,,,,,,,,,,,,,,,,
760,13022019  07:50:23,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,37,מסעדות ובתי קפה,"המבורגריה,גלידריה,פיצריה,מאפיה\ קונדיטוריה",,המבורגריה,גלידריה,פיצריה,מאפיה, קונדיטוריה,,,,,,,,,,,,,,,
760,13022019  07:50:45,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,37,קופת חולים ופארם,"בית מרקחת\ חנות פארם,מרפאה פרטית\ רפואת חירום,קופת חולים",,בית מרקחת, חנות פארם,מרפאה פרטית, רפואת חירום,קופת חולים,,,,,,,,,,,,,,,
760,13022019  07:52:08,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,37,מצרכים ומוצרים,"קצב \ קצבייה,מכולת,חנות ירקות ופירות ,סופרמרקט ,קיוסק \ פיצוציה,חנות יין ואלכוהול,פיצוחים",,קצב , קצבייה,מכולת,חנות ירקות ופירות ,סופרמרקט ,קיוסק , פיצוציה,חנות יין ואלכוהול,פיצוחים,,,,,,,,,,,
760,13022019  07:52:30,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,37,הורים וילדים,"בגדי ילדים, חנות ממתקים ,חנות מתנות ,ג\\'ימבורי,חנות ספרים ,חוגים,שיעורים פרטיים לתלמידים,מוצרי תינוקות",,בגדי ילדים, חנות ממתקים ,חנות מתנות ,ג,,"ימבורי,חנות ספרים ,חוגים,שיעורים פרטיים לתלמידים,מוצרי תינוקות",,,,,,,,,,,,,,
1042,13022019  08:56:36,בית,באר שבע,נווה זאב,,,,,,,מסעדות ובתי קפה,"המבורגריה,בית קפה שכונתי שהוא לא רשת,פלאפל,סושיה",,המבורגריה,בית קפה שכונתי שהוא לא רשת,פלאפל,סושיה,,,,,,,,,,,,,,,,
1042,13022019  08:56:46,בית,באר שבע,נווה זאב,,,,,,,קופת חולים ופארם,"בית מרקחת\ חנות פארם,מרפאת שיניים ,מוצרים אורטופדיים",,בית מרקחת, חנות פארם,מרפאת שיניים ,מוצרים אורטופדיים,,,,,,,,,,,,,,,,
1042,13022019  08:57:02,בית,באר שבע,נווה זאב,,,,,,,"תחביבים, ספורט ופנאי","מכון כושר,בריכת שחיה",,מכון כושר,בריכת שחיה,,,,,,,,,,,,,,,,,,
1042,13022019  08:57:53,בית,באר שבע,נווה זאב,,,,,,,הורים וילדים,"ג\\'ימבורי,מוצרי תינוקות",,ג,,"ימבורי,מוצרי תינוקות",,,,,,,,,,,,,,,,,
1187,13022019  10:24:49,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,27,"תחביבים, ספורט ופנאי",מכון כושר,,מכון כושר,,,,,,,,,,,,,,,,,,,
1187,13022019  10:25:03,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,27,הורים וילדים,"בגדי ילדים,ג\\'ימבורי,חוגים,מוצרי תינוקות",,בגדי ילדים,ג,,"ימבורי,חוגים,מוצרי תינוקות",,,,,,,,,,,,,,,,
1204,13022019  10:29:46,בית,באר שבע,נווה זאב,נקבה,כן,יש,אין,married,29,הורים וילדים,"ג\\'ימבורי,חוגים",,ג,,"ימבורי,חוגים",,,,,,,,,,,,,,,,,
1674,13022019  15:53:24,בית,באר שבע,נווה זאב,זכר,,,יש,married,34,מסעדות ובתי קפה,"בית קפה שכונתי שהוא לא רשת,מיצים טבעיים,סושיה,מאפיה\ קונדיטוריה",,בית קפה שכונתי שהוא לא רשת,מיצים טבעיים,סושיה,מאפיה, קונדיטוריה,,,,,,,,,,,,,,,
1674,13022019  15:53:53,בית,באר שבע,נווה זאב,זכר,,,יש,married,34,אופנה וטיפוח,"אופנת בוטיק\ בגדי מעצבים,חנות נעליים ,רשת בגדים גדולה",,אופנת בוטיק,בגדי מעצבים,חנות נעליים ,רשת בגדים גדולה,,,,,,,,,,,,,,,,
1674,13022019  15:54:50,בית,באר שבע,נווה זאב,זכר,,,יש,married,34,"תחביבים, ספורט ופנאי","מכון כושר,השכרת אופניים\ קורקינט,בריכת שחיה,יוגה\ פילאטיס\ זומבה,פאב\ בר",,מכון כושר,השכרת אופניים, קורקינט,בריכת שחיה,יוגה, פילאטיס, זומבה,פאב, בר,,,,,,,,,,,
1674,13022019  15:55:10,בית,באר שבע,נווה זאב,זכר,,,יש,married,34,הורים וילדים,"בגדי ילדים,ג\\'ימבורי,חוגים,מוצרי תינוקות",,בגדי ילדים,ג,,"ימבורי,חוגים,מוצרי תינוקות",,,,,,,,,,,,,,,,
1674,13022019  15:55:58,בית,באר שבע,נווה זאב,זכר,,,יש,married,34,בחירה חופשית,"להפסיק עם מרכזי הקניות ולגרום שיהיו חנויות בחוץ שניתן יהיה לטייל ברחובות ולראות בני אדם ברחובות.,,",,להפסיק עם מרכזי הקניות ולגרום שיהיו חנויות בחוץ שניתן יהיה לטייל ברחובות ולראות בני אדם ברחובות.,,,,,,,,,,,,,,,,,,,
1741,13022019  16:36:56,בית,באר שבע,נווה זאב,נקבה,כן,אין,יש,single,34,קופת חולים ופארם,בית מרקחת\ חנות פארם,,בית מרקחת, חנות פארם,,,,,,,,,,,,,,,,,,
1741,13022019  16:37:13,בית,באר שבע,נווה זאב,נקבה,כן,אין,יש,single,34,אופנה וטיפוח,"חנות בגדים מקומית,אופנת בוטיק\ בגדי מעצבים,מוצרי קוסמטיקה ואיפור,רשת בגדים גדולה",,חנות בגדים מקומית,אופנת בוטיק, בגדי מעצבים,מוצרי קוסמטיקה ואיפור,רשת בגדים גדולה,,,,,,,,,,,,,,,
1741,13022019  16:37:27,בית,באר שבע,נווה זאב,נקבה,כן,אין,יש,single,34,שירותים מקצועיים," חנות ומעבדת סלולר ,שרותי צילום והדפסה,פרסום,בנק\ כספומט",,חנות ומעבדת סלולר,שרותי צילום והדפסה,פרסום,בנק, כספומט,,,,,,,,,,,,,,,
1741,13022019  16:37:41,בית,באר שבע,נווה זאב,נקבה,כן,אין,יש,single,34,"תחביבים, ספורט ופנאי","מכון כושר,בריכת שחיה,אימון אישי (כושר)",,מכון כושר,בריכת שחיה,אימון אישי (כושר),,,,,,,,,,,,,,,,,
2463,14022019  13:38:59,בית,באר שבע,נווה זאב,זכר,,יש,יש,married,35,קופת חולים ופארם,"בית מרקחת\ חנות פארם,מרפאה פרטית\ רפואת חירום",,בית מרקחת, חנות פארם,מרפאה פרטית, רפואת חירום,,,,,,,,,,,,,,,,
2463,14022019  13:39:12,בית,באר שבע,נווה זאב,זכר,,יש,יש,married,35,מצרכים ומוצרים,"קצב \ קצבייה,מכולת,חנות ירקות ופירות ",,קצב , קצבייה,מכולת,חנות ירקות ופירות ,,,,,,,,,,,,,,,,
2463,14022019  13:39:36,בית,באר שבע,נווה זאב,זכר,,יש,יש,married,35,"תחביבים, ספורט ופנאי","מכון כושר,בריכת שחיה,פאב\ בר",,מכון כושר,בריכת שחיה,פאב, בר,,,,,,,,,,,,,,,,
2463,14022019  13:39:47,בית,באר שבע,נווה זאב,זכר,,יש,יש,married,35,הורים וילדים,"בגדי ילדים,ג\\'ימבורי,חוגים,מוצרי תינוקות",,בגדי ילדים,ג,,"ימבורי,חוגים,מוצרי תינוקות",,,,,,,,,,,,,,,,
1791,13022019  17:14:54,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,39,"תחביבים, ספורט ופנאי","בריכת שחיה,יוגה\ פילאטיס\ זומבה",,בריכת שחיה,יוגה, פילאטיס, זומבה,,,,,,,,,,,,,,,,
1601,13022019  14:47:49,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,45,קופת חולים ופארם,"בית מרקחת\ חנות פארם,קופת חולים",,בית מרקחת, חנות פארם,קופת חולים,,,,,,,,,,,,,,,,,
1601,13022019  14:48:28,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,45,"תחביבים, ספורט ופנאי","בריכת שחיה,מועדון",,בריכת שחיה,מועדון,,,,,,,,,,,,,,,,,,
1601,13022019  14:48:43,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,45,בחירה חופשית,"תחבורה ציבורית,,",,תחבורה ציבורית,,,,,,,,,,,,,,,,,,,
1739,13022019  16:31:18,בית,באר שבע,נווה זאב,זכר,לא,אין,אין,single,24,מסעדות ובתי קפה,"בית קפה שכונתי שהוא לא רשת,חומוסיה,גלידריה,סושיה",,בית קפה שכונתי שהוא לא רשת,חומוסיה,גלידריה,סושיה,,,,,,,,,,,,,,,,
1739,13022019  16:32:08,בית,באר שבע,נווה זאב,זכר,לא,אין,אין,single,24,קופת חולים ופארם,קופת חולים,,קופת חולים,,,,,,,,,,,,,,,,,,,
1739,13022019  16:32:41,בית,באר שבע,נווה זאב,זכר,לא,אין,אין,single,24,"תחביבים, ספורט ופנאי","חדר בריחה,השכרת אופניים\ קורקינט,פאב\ בר",,חדר בריחה,השכרת אופניים, קורקינט,פאב, בר,,,,,,,,,,,,,,,
1299,13022019  11:19:37,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,38,מסעדות ובתי קפה,"בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,סושיה",,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,סושיה,,,,,,,,,,,,,,,,,
1299,13022019  11:20:03,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,38,קופת חולים ופארם,"בית מרקחת\ חנות פארם,קופת חולים",,בית מרקחת, חנות פארם,קופת חולים,,,,,,,,,,,,,,,,,
1299,13022019  11:21:37,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,38,"תחביבים, ספורט ופנאי",בריכת שחיה,,בריכת שחיה,,,,,,,,,,,,,,,,,,,
1299,13022019  11:22:12,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,38,הורים וילדים,"ג\\'ימבורי,חנות ספרים ,חוגים,שיעורים פרטיים לתלמידים",,ג,,"ימבורי,חנות ספרים ,חוגים,שיעורים פרטיים לתלמידים",,,,,,,,,,,,,,,,,
1299,13022019  11:26:01,בית,באר שבע,נווה זאב,זכר,לא,יש,יש,married,38,בחירה חופשית,"מגרש ספורט לכדורגל וכדורסל, מגרש טניס, מתקני ספורט חינמיים, מסלול אופניים בלי חציית כביש. ,גלידרייה,",,מגרש ספורט לכדורגל וכדורסל, מגרש טניס, מתקני ספורט חינמיים, מסלול אופניים בלי חציית כביש. ,גלידרייה,,,,,,,,,,,,,,,
2150,14022019  00:45:49,בית,באר שבע,נווה זאב,זכר,לא,אין,יש,single,22,מסעדות ובתי קפה,"המבורגריה,מסעדת שף,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,חומוסיה,גלידריה",,המבורגריה,מסעדת שף,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,חומוסיה,גלידריה,,,,,,,,,,,,,,
2150,14022019  00:46:37,בית,באר שבע,נווה זאב,זכר,לא,אין,יש,single,22,דברים לבית,"חנות מחשבים  ,אלקטרוניקה וחשמל,מסגרות וזכוכית, חנות כלי בית,ציוד משרדי וכלי כתיבה ",,חנות מחשבים  ,אלקטרוניקה וחשמל,מסגרות וזכוכית, חנות כלי בית,ציוד משרדי וכלי כתיבה ,,,,,,,,,,,,,,,
2150,14022019  00:47:06,בית,באר שבע,נווה זאב,זכר,לא,אין,יש,single,22,שירותים מקצועיים," חנות ומעבדת סלולר ,מכבסה,שרותי צילום והדפסה,דואר,בנק\ כספומט",,חנות ומעבדת סלולר,מכבסה,שרותי צילום והדפסה,דואר,בנק, כספומט,,,,,,,,,,,,,,
2150,14022019  00:47:37,בית,באר שבע,נווה זאב,זכר,לא,אין,יש,single,22,"תחביבים, ספורט ופנאי","מכון כושר,חדר בריחה,השכרת אופניים\ קורקינט,בריכת שחיה,אימון אישי (כושר)",,מכון כושר,חדר בריחה,השכרת אופניים, קורקינט,בריכת שחיה,אימון אישי (כושר),,,,,,,,,,,,,,
2153,14022019  00:54:48,בית,באר שבע,נווה זאב,זכר,לא,אין,יש,single,22,מצרכים ומוצרים,"קצב \ קצבייה,חנות דגים,חנות ירקות ופירות ,חנות יין ואלכוהול,פיצוחים",,קצב , קצבייה,חנות דגים,חנות ירקות ופירות ,חנות יין ואלכוהול,פיצוחים,,,,,,,,,,,,,,
2153,14022019  00:55:26,בית,באר שבע,נווה זאב,זכר,לא,אין,יש,single,22,בחירה חופשית,"חנות מחשבים  ,חניות,",,חנות מחשבים  ,חניות,,,,,,,,,,,,,,,,,,
2451,14022019  13:06:08,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,single,29,מסעדות ובתי קפה,"המבורגריה,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,סושיה,מסעדה טבעונית\ צמחונית",,המבורגריה,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,סושיה,מסעדה טבעונית, צמחונית,,,,,,,,,,,,,,
2451,14022019  13:06:28,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,single,29,מצרכים ומוצרים,"סופרמרקט ,חנות תבלינים ,חנות יין ואלכוהול,חנות טבע",,סופרמרקט ,חנות תבלינים ,חנות יין ואלכוהול,חנות טבע,,,,,,,,,,,,,,,,
2451,14022019  13:06:48,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,single,29,שירותים מקצועיים,חלל עבודה משותף,,חלל עבודה משותף,,,,,,,,,,,,,,,,,,,
2451,14022019  13:07:14,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,single,29,"תחביבים, ספורט ופנאי","מכון כושר,חדר בריחה,השכרת אופניים\ קורקינט,בריכת שחיה,חנות צילום ,ציוד ספורט ומחנאות,קבוצת ריצה,אימון אישי (כושר),יוגה\ פילאטיס\ זומבה,פאב\ בר",,מכון כושר,חדר בריחה,השכרת אופניים, קורקינט,בריכת שחיה,חנות צילום ,ציוד ספורט ומחנאות,קבוצת ריצה,אימון אישי (כושר),יוגה, פילאטיס, זומבה,פאב, בר,,,,,,
2451,14022019  13:08:30,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,single,29,בחירה חופשית,"תחנת דלק,,",,תחנת דלק,,,,,,,,,,,,,,,,,,,
2365,14022019  09:49:04,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,,20,דברים לבית,"משתלה,טמבוריה\ עשה זאת בעצמך,כלי יצירה ואמנות,ציוד משרדי וכלי כתיבה ",,משתלה,טמבוריה, עשה זאת בעצמך,כלי יצירה ואמנות,ציוד משרדי וכלי כתיבה ,,,,,,,,,,,,,,,
2365,14022019  09:49:38,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,,20,אופנה וטיפוח,"חנות בגדים מקומית,מכון להסרת שיער\ לייזר,הלבשה תחתונה,מוצרי קוסמטיקה ואיפור,מניקור\ פדיקור,קעקועים ופירסינג",,חנות בגדים מקומית,מכון להסרת שיער, לייזר,הלבשה תחתונה,מוצרי קוסמטיקה ואיפור,מניקור, פדיקור,קעקועים ופירסינג,,,,,,,,,,,,
2365,14022019  09:49:55,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,,20,"תחביבים, ספורט ופנאי","חדר בריחה,השכרת אופניים\ קורקינט,בריכת שחיה,חנות צילום ,פאב\ בר",,חדר בריחה,השכרת אופניים, קורקינט,בריכת שחיה,חנות צילום ,פאב, בר,,,,,,,,,,,,,
2365,14022019  09:50:06,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,,20,הורים וילדים," חנות ממתקים ,חנות מתנות ,חנות ספרים ",,חנות ממתקים,חנות מתנות ,חנות ספרים ,,,,,,,,,,,,,,,,,
2365,14022019  09:50:41,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,,20,בחירה חופשית,"פאב\ בר,כלי יצירה ואמנות,",,פאב, בר,כלי יצירה ואמנות,,,,,,,,,,,,,,,,,
1315,13022019  11:23:08,בית,באר שבע,נווה זאב,נקבה,,יש,יש,married,,קופת חולים ופארם,קופת חולים,,קופת חולים,,,,,,,,,,,,,,,,,,,
1315,13022019  11:23:27,בית,באר שבע,נווה זאב,נקבה,,יש,יש,married,,"תחביבים, ספורט ופנאי","מכון כושר,חדר בריחה,בריכת שחיה,אימון אישי (כושר),יוגה\ פילאטיס\ זומבה",,מכון כושר,חדר בריחה,בריכת שחיה,אימון אישי (כושר),יוגה, פילאטיס, זומבה,,,,,,,,,,,,,
1315,13022019  11:23:41,בית,באר שבע,נווה זאב,נקבה,,יש,יש,married,,הורים וילדים,"ג\\'ימבורי,חוגים,שיעורי נגינה,מוצרי תינוקות",,ג,,"ימבורי,חוגים,שיעורי נגינה,מוצרי תינוקות",,,,,,,,,,,,,,,,,
1315,13022019  11:23:51,בית,באר שבע,נווה זאב,נקבה,,יש,יש,married,,בחירה חופשית,"לא,,",,לא,,,,,,,,,,,,,,,,,,,
1859,13022019  18:12:10,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,32,מסעדות ובתי קפה,"מסעדת שף,בית קפה שכונתי שהוא לא רשת,מיצים טבעיים,סושיה",,מסעדת שף,בית קפה שכונתי שהוא לא רשת,מיצים טבעיים,סושיה,,,,,,,,,,,,,,,,
1859,13022019  18:12:48,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,32,דברים לבית,"משתלה,טמבוריה\ עשה זאת בעצמך,מוצרי בישול ואפייה,כלי יצירה ואמנות,חנות תאורה",,משתלה,טמבוריה, עשה זאת בעצמך,מוצרי בישול ואפייה,כלי יצירה ואמנות,חנות תאורה,,,,,,,,,,,,,,
1859,13022019  18:13:45,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,32,אופנה וטיפוח,"חנות תכשיטים,מוצרי קוסמטיקה ואיפור,מניקור\ פדיקור,ספא,קוסמטיקאית,רשת בגדים גדולה",,חנות תכשיטים,מוצרי קוסמטיקה ואיפור,מניקור, פדיקור,ספא,קוסמטיקאית,רשת בגדים גדולה,,,,,,,,,,,,,
1859,13022019  18:14:10,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,32,"תחביבים, ספורט ופנאי","בריכת שחיה,חנות כלי נגינה,בית קולנוע ,מועדון,פאב\ בר",,בריכת שחיה,חנות כלי נגינה,בית קולנוע ,מועדון,פאב, בר,,,,,,,,,,,,,,
1859,13022019  18:17:37,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,32,בחירה חופשית,"פארם Be. בגדי רשתות כגון קסטרו, רנואר. חנות KSP, רשת מוצצים, חנות togo לנעליים,,",,פארם Be. בגדי רשתות כגון קסטרו, רנואר. חנות KSP, רשת מוצצים, חנות togo לנעליים,,,,,,,,,,,,,,,,
77,12022019  13:51:08,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,married,37,מצרכים ומוצרים,סופרמרקט ,,סופרמרקט ,,,,,,,,,,,,,,,,,,,
77,12022019  13:52:00,בית,באר שבע,נווה זאב,נקבה,לא,אין,יש,married,37,"תחביבים, ספורט ופנאי","מכון כושר,פאב\ בר",,מכון כושר,פאב, בר,,,,,,,,,,,,,,,,,
1804,13022019  17:24:37,בית,באר שבע,נווה זאב,נקבה,כן,אין,אין,single,43,מסעדות ובתי קפה,"בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,מסעדת אוכל ביתי ,מיצים טבעיים",,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,מסעדת אוכל ביתי ,מיצים טבעיים,,,,,,,,,,,,,,,,
1804,13022019  17:25:10,בית,באר שבע,נווה זאב,נקבה,כן,אין,אין,single,43,אופנה וטיפוח,"חנות בגדים מקומית,חנות תכשיטים,חנות נעליים ,ספא,חנות בגדי יד שנייה",,חנות בגדים מקומית,חנות תכשיטים,חנות נעליים ,ספא,חנות בגדי יד שנייה,,,,,,,,,,,,,,,
1804,13022019  17:25:39,בית,באר שבע,נווה זאב,נקבה,כן,אין,אין,single,43,שירותים מקצועיים,"מכבסה,שרותי צילום והדפסה,פסיכולוג,שיעורים פרטיים לסטודנטים,חלל עבודה משותף",,מכבסה,שרותי צילום והדפסה,פסיכולוג,שיעורים פרטיים לסטודנטים,חלל עבודה משותף,,,,,,,,,,,,,,,
1804,13022019  17:25:56,בית,באר שבע,נווה זאב,נקבה,כן,אין,אין,single,43,הורים וילדים,"בגדי ילדים,חנות מתנות ,ג\\'ימבורי,חנות ספרים ,חוגים,שיעורי נגינה,שיעורים פרטיים לתלמידים,גנים,מוצרי תינוקות",,בגדי ילדים,חנות מתנות ,ג,,"ימבורי,חנות ספרים ,חוגים,שיעורי נגינה,שיעורים פרטיים לתלמידים,גנים,מוצרי תינוקות",,,,,,,,,,,,,,,
59,12022019  13:45:00,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,33,מסעדות ובתי קפה,"בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,סושיה",,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,סושיה,,,,,,,,,,,,,,,,,
59,12022019  13:45:17,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,33,אופנה וטיפוח,"חנות בגדים מקומית,חנות תכשיטים,מניקור\ פדיקור,רשת בגדים גדולה",,חנות בגדים מקומית,חנות תכשיטים,מניקור, פדיקור,רשת בגדים גדולה,,,,,,,,,,,,,,,
59,12022019  13:45:28,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,33,מצרכים ומוצרים,סופרמרקט ,,סופרמרקט ,,,,,,,,,,,,,,,,,,,
59,12022019  13:45:40,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,33,הורים וילדים,"ג\\'ימבורי,חנות ספרים ,חוגים,מוצרי תינוקות",,ג,,"ימבורי,חנות ספרים ,חוגים,מוצרי תינוקות",,,,,,,,,,,,,,,,,
848,13022019  08:09:04,בית,באר שבע,נווה זאב,,,,,,,מסעדות ובתי קפה,"בית קפה של רשת מוכרת,מסעדה טבעונית\ צמחונית",,בית קפה של רשת מוכרת,מסעדה טבעונית, צמחונית,,,,,,,,,,,,,,,,,
848,13022019  08:09:11,בית,באר שבע,נווה זאב,,,,,,,קופת חולים ופארם,בית מרקחת\ חנות פארם,,בית מרקחת, חנות פארם,,,,,,,,,,,,,,,,,,
848,13022019  08:09:26,בית,באר שבע,נווה זאב,,,,,,,"תחביבים, ספורט ופנאי","מכון כושר,בריכת שחיה,יוגה\ פילאטיס\ זומבה",,מכון כושר,בריכת שחיה,יוגה, פילאטיס, זומבה,,,,,,,,,,,,,,,
1394,13022019  12:06:03,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,40,מסעדות ובתי קפה,"בית קפה של רשת מוכרת,מיצים טבעיים,חומוסיה,בר סלטים,אוכל מוכן וקייטרינג",,בית קפה של רשת מוכרת,מיצים טבעיים,חומוסיה,בר סלטים,אוכל מוכן וקייטרינג,,,,,,,,,,,,,,,
1394,13022019  12:06:27,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,40,"תחביבים, ספורט ופנאי","בריכת שחיה,אימון אישי (כושר),פאב\ בר",,בריכת שחיה,אימון אישי (כושר),פאב, בר,,,,,,,,,,,,,,,,
1394,13022019  12:06:42,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,40,הורים וילדים,"ג\\'ימבורי,חוגים,שיעורי נגינה",,ג,,"ימבורי,חוגים,שיעורי נגינה",,,,,,,,,,,,,,,,,
1885,13022019  18:32:20,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,36,מסעדות ובתי קפה,"המבורגריה,מסעדת אוכל ביתי ,חומוסיה,גלידריה,סושיה,אוכל מוכן וקייטרינג",,המבורגריה,מסעדת אוכל ביתי ,חומוסיה,גלידריה,סושיה,אוכל מוכן וקייטרינג,,,,,,,,,,,,,,
1885,13022019  18:32:46,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,36,אופנה וטיפוח,"מוצרי קוסמטיקה ואיפור,מניקור\ פדיקור,קוסמטיקאית",,מוצרי קוסמטיקה ואיפור,מניקור, פדיקור,קוסמטיקאית,,,,,,,,,,,,,,,,
1885,13022019  18:33:10,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,36,"תחביבים, ספורט ופנאי","השכרת אופניים\ קורקינט,בריכת שחיה,יוגה\ פילאטיס\ זומבה,בית קולנוע ,פאב\ בר",,השכרת אופניים, קורקינט,בריכת שחיה,יוגה, פילאטיס, זומבה,בית קולנוע ,פאב, בר,,,,,,,,,,,
2007,13022019  20:05:39,בית,באר שבע,נווה זאב,,,,,,,מסעדות ובתי קפה,"בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,בר סלטים,סושיה",,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,בר סלטים,סושיה,,,,,,,,,,,,,,,,
2007,13022019  20:05:53,בית,באר שבע,נווה זאב,,,,,,,הורים וילדים,"ג\\'ימבורי,מוצרי תינוקות",,ג,,"ימבורי,מוצרי תינוקות",,,,,,,,,,,,,,,,,
2298,14022019  07:47:54,בית,באר שבע,נווה זאב,נקבה,,,יש,married,,"תחביבים, ספורט ופנאי",בריכת שחיה,,בריכת שחיה,,,,,,,,,,,,,,,,,,,
2298,14022019  07:48:13,בית,באר שבע,נווה זאב,נקבה,,,יש,married,,בחירה חופשית,"בית קפה שכונתי שהוא לא רשת,,",,בית קפה שכונתי שהוא לא רשת,,,,,,,,,,,,,,,,,,,
1485,13022019  13:29:56,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,29,דברים לבית,"תפירה, וילונות ובדים,סטוק,כלי יצירה ואמנות,אלקטרוניקה וחשמל,חנות רהיטים ,ציוד משרדי וכלי כתיבה ",,תפירה, וילונות ובדים,סטוק,כלי יצירה ואמנות,אלקטרוניקה וחשמל,חנות רהיטים ,ציוד משרדי וכלי כתיבה ,,,,,,,,,,,,,
1485,13022019  13:30:14,בית,באר שבע,נווה זאב,נקבה,לא,יש,יש,married,29,הורים וילדים,"בגדי ילדים,ג\\'ימבורי,חוגים,גנים,מוצרי תינוקות",,בגדי ילדים,ג,,"ימבורי,חוגים,גנים,מוצרי תינוקות",,,,,,,,,,,,,,,,
1807,13022019  17:26:29,בית,באר שבע,נווה זאב,זכר,כן,אין,יש,married,29,מסעדות ובתי קפה,"מסעדת שף,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,מסעדת אוכל ביתי ,חומוסיה,פיצריה,סושיה,מאפיה\ קונדיטוריה",,מסעדת שף,בית קפה שכונתי שהוא לא רשת,בית קפה של רשת מוכרת,מסעדת אוכל ביתי ,חומוסיה,פיצריה,סושיה,מאפיה, קונדיטוריה,,,,,,,,,,,
1807,13022019  17:26:47,בית,באר שבע,נווה זאב,זכר,כן,אין,יש,married,29,מצרכים ומוצרים,"קצב \ קצבייה,מכולת,חנות דגים,חנות ירקות ופירות ,קיוסק \ פיצוציה",,קצב , קצבייה,מכולת,חנות דגים,חנות ירקות ופירות ,קיוסק , פיצוציה,,,,,,,,,,,,,
2143,13022019  23:40:21,בית,באר שבע,נווה זאב,,,,,,,מסעדות ובתי קפה,שיפודיה\ סטקייה ,,שיפודיה, סטקייה ,,,,,,,,,,,,,,,,,,
2143,13022019  23:40:55,בית,באר שבע,נווה זאב,,,,,,,שירותים מקצועיים,פסיכולוג,,פסיכולוג,,,,,,,,,,,,,,,,,,,
502,12022019  19:35:01,בית,באר שבע,נווה זאב,נקבה,,אין,יש,married,49,מצרכים ומוצרים,מכולת,,מכולת,,,,,,,,,,,,,,,,,,,
